Date,Open,High,Low,Close,Adj Close,Volume
2023-07-13,339.559998,343.739990,339.019989,342.660004,340.613586,20567200
2023-07-14,347.589996,351.429993,344.309998,345.239990,343.178131,28302200
2023-07-17,345.679993,346.989990,342.200012,345.730011,343.665222,20363900
2023-07-18,345.829987,366.779999,342.170013,359.489990,357.343048,64872700
2023-07-19,361.750000,362.459991,352.440002,355.079987,352.959351,39732900
2023-07-20,353.570007,357.970001,345.369995,346.869995,344.798431,33778400
2023-07-21,349.149994,350.299988,339.829987,343.769989,341.716919,69368900
2023-07-24,345.850006,346.920013,342.309998,345.109985,343.048920,26678100
2023-07-25,347.109985,351.890015,345.070007,350.980011,348.883881,41637700
2023-07-26,341.440002,344.670013,333.109985,337.769989,335.752747,58383700
2023-07-27,340.480011,341.329987,329.049988,330.720001,328.744843,39635300
2023-07-28,333.670013,340.010010,333.170013,338.369995,336.349182,28484900
2023-07-31,336.920013,337.700012,333.359985,335.920013,333.913818,25446000
2023-08-01,335.190002,338.540009,333.700012,336.339996,334.331299,18311900
2023-08-02,333.630005,333.630005,326.359985,327.500000,325.544098,27761300
2023-08-03,326.000000,329.880005,325.950012,326.660004,324.709137,18253700
2023-08-04,331.880005,335.140015,327.239990,327.779999,325.822418,23727700
2023-08-07,328.369995,331.109985,327.519989,330.109985,328.138519,17741500
2023-08-08,326.959991,328.750000,323.000000,326.049988,324.102753,22327600
2023-08-09,326.470001,327.109985,321.049988,322.230011,320.305603,22373300
2023-08-10,326.019989,328.260010,321.179993,322.929993,321.001404,20113700
2023-08-11,320.260010,322.410004,319.209991,321.010010,319.092865,24342600
2023-08-14,321.390015,324.059998,320.079987,324.040009,322.104767,18836100
2023-08-15,323.000000,325.089996,320.899994,321.859985,319.937775,16966300
2023-08-16,320.799988,324.420013,319.799988,320.399994,319.160797,20698900
2023-08-17,320.540009,321.869995,316.209991,316.880005,315.654449,21257200
2023-08-18,314.489990,318.380005,311.549988,316.480011,315.255981,24744800
2023-08-21,317.929993,322.769989,317.040009,321.880005,320.635101,24040000
2023-08-22,325.500000,326.079987,321.459991,322.459991,321.212830,16102000
2023-08-23,323.820007,329.200012,323.459991,327.000000,325.735291,21166400
2023-08-24,332.850006,332.980011,319.959991,319.970001,318.732483,23281400
2023-08-25,321.470001,325.359985,318.799988,322.980011,321.730835,21684100
2023-08-28,325.660004,326.149994,321.720001,323.700012,322.448059,14808500
2023-08-29,321.880005,328.980011,321.880005,328.410004,327.139832,19284600
2023-08-30,328.670013,329.809998,326.450012,328.790009,327.518372,15222100
2023-08-31,329.200012,330.910004,326.779999,327.760010,326.492371,26411000
2023-09-01,331.309998,331.989990,326.779999,328.660004,327.388855,14931200
2023-09-05,329.000000,334.850006,328.660004,333.549988,332.259918,18553900
2023-09-06,333.380005,334.459991,330.179993,332.880005,331.592560,17535800
2023-09-07,331.290009,333.079987,329.029999,329.910004,328.634033,18381000
2023-09-08,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
2023-09-11,337.239990,338.420013,335.429993,337.940002,336.632965,16583300
2023-09-12,335.820007,336.790009,331.480011,331.769989,330.486816,17565500
2023-09-13,331.309998,336.850006,331.170013,336.059998,334.760254,16544400
2023-09-14,339.149994,340.859985,336.570007,338.700012,337.390015,20267000
2023-09-15,336.920013,337.399994,329.649994,330.220001,328.942810,37666900
2023-09-18,327.799988,330.399994,326.359985,329.059998,327.787292,16834200
2023-09-19,326.170013,329.390015,324.510010,328.649994,327.378876,16505900
2023-09-20,329.510010,329.589996,320.510010,320.769989,319.529388,21436500
2023-09-21,319.260010,325.350006,315.000000,319.529999,318.294189,35529500
2023-09-22,321.320007,321.450012,316.149994,317.010010,315.783936,21447900
2023-09-25,316.589996,317.670013,315.000000,317.540009,316.311890,17836000
2023-09-26,315.130005,315.880005,310.019989,312.140015,310.932770,26297600
2023-09-27,312.299988,314.299988,309.690002,312.790009,311.580231,19410100
2023-09-28,310.989990,315.480011,309.450012,313.640015,312.426971,19683600
2023-09-29,317.750000,319.470001,314.980011,315.750000,314.528809,24140300
2023-10-02,316.279999,321.890015,315.179993,321.799988,320.555389,20570000
2023-10-03,320.829987,321.390015,311.209991,313.390015,312.177917,21033500
2023-10-04,314.029999,320.040009,314.000000,318.959991,317.726379,20720100
2023-10-05,319.089996,319.980011,314.899994,319.359985,318.124817,16965600
2023-10-06,316.549988,329.190002,316.299988,327.260010,325.994293,25645500
2023-10-09,324.750000,330.299988,323.179993,329.820007,328.544373,19891200
2023-10-10,330.959991,331.100006,327.670013,328.390015,327.119934,20557100
2023-10-11,331.209991,332.820007,329.140015,332.420013,331.134338,20063200
2023-10-12,330.570007,333.630005,328.720001,331.160004,329.879211,19313100
2023-10-13,332.380005,333.829987,326.359985,327.730011,326.462494,21072400
2023-10-16,331.049988,336.140015,330.600006,332.640015,331.353485,22158000
2023-10-17,329.589996,333.459991,327.410004,332.059998,330.775696,18338500
2023-10-18,332.489990,335.589996,328.299988,330.109985,328.833252,23153600
2023-10-19,332.149994,336.880005,330.910004,331.320007,330.038574,25052100
2023-10-20,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
2023-10-23,325.470001,332.730011,324.390015,329.320007,328.046326,24374700
2023-10-24,331.299988,331.839996,327.600006,330.529999,329.251648,31153600
2023-10-25,345.019989,346.200012,337.619995,340.670013,339.352448,55053800
2023-10-26,340.540009,341.630005,326.940002,327.890015,326.621857,37828500
2023-10-27,330.429993,336.720001,328.399994,329.809998,328.534424,29856500
2023-10-30,333.410004,339.450012,331.829987,337.309998,336.005402,22828100
2023-10-31,338.850006,339.000000,334.690002,338.109985,336.802307,20265300
2023-11-01,339.790009,347.420013,339.649994,346.070007,344.731537,28158800
2023-11-02,347.239990,348.829987,344.769989,348.320007,346.972839,24348100
2023-11-03,349.630005,354.390015,347.329987,352.799988,351.435486,23624000
2023-11-06,353.450012,357.540009,353.350006,356.529999,355.151062,23828300
2023-11-07,359.399994,362.459991,357.630005,360.529999,359.135620,25833900
2023-11-08,361.679993,363.869995,360.549988,363.200012,361.795288,26767800
2023-11-09,362.299988,364.790009,360.359985,360.690002,359.294983,24847300
2023-11-10,361.489990,370.100006,361.070007,369.670013,368.240265,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,365.261810,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,368.837921,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,376.743317,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,377.152557,23345300
2023-11-24,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
2023-11-27,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
2023-11-28,378.350006,383.000000,378.160004,382.700012,381.993622,20453100
2023-11-29,383.760010,384.299988,377.440002,378.850006,378.150696,28963400
2023-11-30,378.489990,380.089996,375.470001,378.910004,378.210602,30554400
